comment	label
நீ பேசுறது முழுக்க cheap level தான்	toxic
உன் attitude ரொம்ப மோசமாக தெரிகிறது	toxic
இந்த அளவுக்கு irresponsibleஆ பேசாதே	toxic
நீ உயிரோட இருக்க கூடாது	severe_toxic
உன்னை அடிச்சு ஒழிக்கணும் போல இருக்கு	severe_toxic
உன்னை பார்த்தாலே கோபம் வருகிறது, ஒருநாள் பாதிப்பேன்	severe_toxic
உன்ன மாதிரி மனிதன் இந்த உலகத்துக்கு தேவையில்லை	severe_toxic
நீயே இல்லாமல் இருந்தா நல்லது	severe_toxic
உன்னை நசுக்கி விடணும் போல இருக்கு	severe_toxic
உன்னால society கெடுது, நீ மறைந்தா நல்லது	severe_toxic
உன்னை ஒரு நாள் காயப்படுத்தி தான் தீருவேன்	severe_toxic
உன் existence itself ஒரு பிரச்சனை	severe_toxic
நீ உயிரோட இருப்பது தவறு	severe_toxic
உன்னை அடிக்கணும் என்று தோணுது	severe_toxic
உன்ன மாதிரி ஆளை ஒழிக்கணும்	severe_toxic
உன்னை பார்த்தா வெறுப்பு வருகிறது, அடிக்கணும் போல இருக்கு	severe_toxic
நீ இருந்தா எல்லாம் கெட்டுப்போகுது	severe_toxic
உன் உயிரை எடுத்தா தான் சமாதானம்	severe_toxic
உன்னை ரொம்ப காயப்படுத்தணும் போல இருக்கு	severe_toxic
நீ இந்த உலகத்துக்கு சுமை	severe_toxic
உன்னை யாராவது தண்டிக்கணும்	severe_toxic
நீ மறைந்தா தான் பலருக்கு நிம்மதி	severe_toxic
உன்னை பார்த்தா வெறுப்பாக இருக்கிறது, தாங்க முடியல	severe_toxic
உன்னை அடித்து ஒழிக்கணும்	severe_toxic
நீ உயிரோட இருக்க வேண்டியவன் இல்லை	severe_toxic
உன் வாழ்க்கையே அர்த்தமில்லாதது	severe_toxic
உன்னை இல்லாம பண்ணணும் போல இருக்கு	severe_toxic
நீ societyக்கு ஒரு குப்பை	severe_toxic
உன்னை காயப்படுத்தி தான் மனசுக்கு நிம்மதி	severe_toxic
நீ இருந்தா நல்லதெல்லாம் கெடுது	severe_toxic
உன்னை யாராவது தகர்க்கணும்	severe_toxic
உன் உயிர் போனால் தான் நியாயம்	severe_toxic
நீயே இல்லாம இருந்தா உலகம் நல்லா இருக்கும்	severe_toxic
உன்னை அடிக்காம இருந்தா கோபம் குறையாது	severe_toxic
நீ மனிதனே இல்லை	severe_toxic
உன்னை பாதிக்கணும் போல இருக்கு	severe_toxic
நீ societyக்கு ஆபத்து	severe_toxic
உன்னை பார்த்தா கையெழுத்து போடணும் போல இருக்கு	severe_toxic
நீ இல்லாம இருந்தா தான் அமைதி	severe_toxic
உன் presence ஒரு சாபம்	severe_toxic
உன்னை ஒருநாள் தண்டிக்கணும்	severe_toxic
நீ உயிரோட இருப்பதே தவறு	severe_toxic
உன்னை யாராவது ஒழிக்கணும்	severe_toxic
நீ இந்த உலகத்துக்கு தேவையில்லாதவன்	severe_toxic
உன்னை அடித்து கீழே தள்ளணும் போல இருக்கு	severe_toxic
உன் வாழ்க்கை முடிஞ்சா தான் நல்லது	severe_toxic
நீ மனித சமுதாயத்துக்கு கெடுதல்	severe_toxic
உன்னை காயப்படுத்தினால் தான் திருப்தி	severe_toxic
நீயே ஒரு பாழ்	severe_toxic
உன்னை பார்த்தாலே வெறுப்பு	severe_toxic
உன் உயிர் போனால் தான் நியாயம் நடக்கும்	severe_toxic
நீ இல்லாமல் போனால் பலருக்கு நிம்மதி	severe_toxic
உன்னை தண்டிக்க யாராவது வரணும்	severe_toxic
நீ வாழ தகுதியற்றவன்	severe_toxic
உன்னை காயப்படுத்தாம விடமாட்டேன்	severe_toxic
நீ இந்த உலகத்துக்கு ஒரு சுமை	severe_toxic
உன்னை அடிக்கணும் என்று தோன்றுகிறது	severe_toxic
உன் existence itself ஒரு தவறு	severe_toxic
நீ இருந்தா எல்லாம் கெட்டுப்போகும்	severe_toxic
உன்னை பார்த்தாலே அடிக்கணும் போல இருக்கு	severe_toxic
நீ உயிரோட இருக்கவே கூடாது	severe_toxic
உன்னை ஒழிக்கணும் போல இருக்கு	severe_toxic
நீ இல்லாம போனால் நல்லது	severe_toxic
உன்னை நசுக்கணும் போல இருக்கு	severe_toxic
நீ இந்த சமூகத்துக்கு ஒரு ஆபத்து	severe_toxic
உன்னை அடிக்காமல் இருக்க முடியல	severe_toxic
நீ வாழ தகுதி இல்லாதவன்	severe_toxic
உன்னை பாதிக்கணும் என்று தோணுது	severe_toxic
நீ மனித குலத்துக்கு கெடுதல்	severe_toxic
உன்னை பார்த்தா வெறுப்பு அதிகமாகுது	severe_toxic
நீ இல்லாமல் இருந்தா தான் அமைதி	severe_toxic
உன்னை யாராவது தகர்க்கணும் போல இருக்கு	severe_toxic
நீ உயிரோட இருப்பது societyக்கு கேடு	severe_toxic
உன்னை காயப்படுத்தி தான் மனசு குளிரும்	severe_toxic
நீ இந்த உலகத்துக்கு தேவையில்லை	severe_toxic
உன்னை அடித்து ஒழிக்கணும் போல இருக்கு	severe_toxic
நீ மனிதர் என்ற பெயருக்கு தகுதியில்லை	severe_toxic
உன்னை பார்த்தா கோபம் அதிகமாகுது	severe_toxic
நீ இல்லாமல் போனால் தான் நல்லது	severe_toxic
உன்னை பாதிக்கணும் என்று நினைக்கிறேன்	severe_toxic
நீ வாழ தகுதியற்றவன் போல இருக்கிறாய்	severe_toxic
உன்னை யாராவது தண்டிக்கணும் போல இருக்கு	severe_toxic
நீ மனித சமுதாயத்துக்கு ஒரு சாபம்	severe_toxic
உன்னை அடிக்கணும் என்று தோணுது	severe_toxic
நீ இல்லாமல் இருந்தால் தான் நிம்மதி	severe_toxic
உன்னை காயப்படுத்த வேண்டும் போல இருக்கு	severe_toxic
நீ societyக்கு தேவையில்லாதவன்	severe_toxic
உன்னை பார்த்தால் அடிக்கணும் போல இருக்கு	severe_toxic
நீ உயிரோட இருக்கக்கூடாது	severe_toxic
உன்னை ஒழிக்க வேண்டும் போல இருக்கு	severe_toxic
நீ மனிதன் இல்லை	severe_toxic
உன்னை பாதிக்காம இருந்தா கோபம் குறையாது	severe_toxic
நீ வாழ வேண்டியவன் இல்லை	severe_toxic
உன்னை காயப்படுத்தினால் தான் திருப்தி கிடைக்கும்	severe_toxic
நீ உலகத்துக்கு ஒரு சுமை	severe_toxic
உன்னை அடிக்காமல் இருக்க முடியாது போல இருக்கு	severe_toxic
நீ இல்லாமல் போனால் உலகம் நல்லா இருக்கும்	severe_toxic
உன்னை தகர்க்கணும் போல இருக்கு	severe_toxic
நீ உயிரோட இருப்பதே தவறு போல இருக்கு	severe_toxic
உன்னை பாதிக்கணும் என்று தோன்றுகிறது	severe_toxic
நீ மனித குலத்துக்கு ஆபத்து	severe_toxic
உன்னை பார்த்தால் கோபம் கட்டுப்படுத்த முடியல	severe_toxic
நீ இல்லாமல் இருந்தால் தான் பலருக்கு நிம்மதி	severe_toxic
உன்னை அடிக்கணும் என்று மனசு சொல்லுது	severe_toxic
நீ வாழ தகுதி இல்லாதவன் போல இருக்கிறாய்	severe_toxic
உன்னை யாராவது ஒழிக்கணும் போல இருக்கு	severe_toxic
நீ மனித சமுதாயத்துக்கு கேடு	severe_toxic
உன்னை காயப்படுத்தி தான் மனசு அமைதியாகும்	severe_toxic
நீ உலகத்துக்கு தேவையில்லாதவன்	severe_toxic
உன்னை அடித்து ஒழிக்கணும் என்று தோணுது	severe_toxic
நீ மனிதரே இல்லை	severe_toxic
உன்னை பாதிக்கணும் என்று உள்ளுக்குள் தோணுது	severe_toxic
உன்னை ஒருநாள் கண்டிப்பாக தண்டிப்பேன்	severe_toxic
நீ இந்த உலகத்திலிருந்து மறைந்தா நல்லது	severe_toxic
உன்னை காயப்படுத்தாமல் விடமாட்டேன்	severe_toxic
நீ உயிரோட இருப்பது பலருக்கும் பாதிப்பு	severe_toxic
உன்னை அடிச்சு கீழே போடணும் போல இருக்கு	severe_toxic
நீ மனித சமுதாயத்துக்கு தகுதியற்றவன்	severe_toxic
உன்னை பார்த்தா கோபம் அடங்கவே இல்லை	severe_toxic
நீ இல்லாமல் இருந்தால் தான் இந்த பிரச்சனை தீரும்	severe_toxic
உன்னை பாதிக்கணும் என்ற எண்ணம் தடுக்க முடியல	severe_toxic
நீ வாழ்வதே தவறு போல தோன்றுகிறது	severe_toxic
உன்னை ஒழிக்கணும் என்ற அளவுக்கு வெறுப்பு வருகிறது	severe_toxic
இந்த வீடியோ முழுவதும் பார்த்தேன். சில இடங்களில் விளக்கம் இன்னும் விரிவாக இருந்தால் நன்றாக இருக்கும். இருந்தாலும் முயற்சி பாராட்டத்தக்கது 👍	non_toxic
உங்கள் கருத்து புரிகிறது, ஆனால் நான் வேறுபட்ட எண்ணம் கொண்டிருக்கிறேன். இதைப் பற்றி இன்னும் விவாதிக்கலாம் என்று நினைக்கிறேன்.	non_toxic
விளக்கம் நல்லது தான், ஆனால் சில தகவல்கள் புதிதாக இல்லை. அடுத்த முறை இன்னும் ஆழமாக எடுத்துரைக்கலாம் 😊	non_toxic
உங்கள் உழைப்பை மதிக்கிறேன். சில பகுதிகள் சற்று குழப்பமாக இருந்தது, ஆனால் overall நல்ல முயற்சி.	non_toxic
இந்த தலைப்பு முக்கியமானது. அதை நீங்கள் எளிதாக எடுத்துரைத்த விதம் நன்றாக இருந்தது.	non_toxic
சில தகவல்கள் சரியாக இருந்தாலும், மற்ற சிலவற்றில் தெளிவு தேவை. அதைக் கவனித்தால் இன்னும் சிறப்பு.	non_toxic
வீடியோ தரம் நன்றாக இருந்தது. ஆனால் பின்னணி சத்தம் கொஞ்சம் அதிகமாக இருந்தது.	non_toxic
உங்கள் அணுகுமுறை சுவாரஸ்யமாக உள்ளது. ஆனால் சில கருத்துகள் விவாதிக்கத்தக்கது.	non_toxic
இந்த விளக்கம் எனக்கு உதவியது. இன்னும் சில உதாரணங்கள் இருந்தால் நன்றாக இருக்கும்.	non_toxic
முயற்சி பாராட்டத்தக்கது. சிறிய திருத்தங்கள் செய்தால் மிகச் சிறந்ததாக மாறும் 👏	non_toxic
நீங்கள் சொல்லும் கருத்து புரிகிறது. ஆனால் வேறு பார்வையில் பார்க்கவும் முடியும்.	non_toxic
உங்கள் வேலை நல்லதாக உள்ளது. சில இடங்களில் நீளத்தை குறைத்தால் நன்றாக இருக்கும்.	non_toxic
இந்த வீடியோ பயனுள்ளதாக இருந்தது. இன்னும் தெளிவாக எடுத்துரைத்தால் சிறப்பு.	non_toxic
சில தகவல்கள் repeat ஆனது போல தோன்றியது. அதைக் குறைத்தால் flow நல்லா இருக்கும்.	non_toxic
உங்கள் explanation எளிமையாக இருந்தது. இதை தொடருங்கள் 😊	non_toxic
இந்த விஷயத்தில் நான் ஒத்துக்கொள்ளவில்லை. ஆனால் உங்கள் பார்வை மதிப்புக்குரியது.	non_toxic
வீடியோ நல்லா இருந்தது. ஆனால் இன்னும் structuredஆ இருந்தால் clarity கூடும்.	non_toxic
உங்கள் முயற்சி நன்றாக உள்ளது. சிறிய மாற்றங்கள் செய்தால் quality உயரும்.	non_toxic
இந்த தகவல் பலருக்கும் உதவும். அதை இன்னும் விரிவாக சொல்லலாம்.	non_toxic
சில இடங்களில் explanation வேகமாக சென்றது. அதை சற்று மெதுவாக எடுத்துரைக்கலாம்.	non_toxic
உங்கள் கருத்து புரிகிறது. நான் வேறுபட்ட கருத்தில் இருந்தாலும் மதிக்கிறேன்.	non_toxic
விளக்கம் சரியாக இருந்தது. சில technical terms simplify செய்தால் இன்னும் நல்லது.	non_toxic
இந்த வீடியோ informativeஆ இருந்தது. அடுத்த முறை visuals சேர்த்தால் சிறப்பு.	non_toxic
உங்கள் முயற்சி பாராட்டத்தக்கது. சில minor corrections இருந்தால் perfect.	non_toxic
சில விஷயங்கள் தெளிவாக இருந்தது. ஆனால் deeper analysis இருந்தால் better.	non_toxic
நான் முழுவதும் பார்த்தேன். overall நல்ல முயற்சி தான் 👍	non_toxic
இந்த விஷயத்தில் நீங்கள் நல்ல overview கொடுத்துள்ளீர்கள். இன்னும் depth இருந்தால் சிறப்பு.	non_toxic
உங்கள் explanation smoothஆ இருந்தது. ஆனால் சில facts verify செய்யலாம்.	non_toxic
இந்த தலைப்பு சுவாரஸ்யமானது. அதை நீங்க நல்லா எடுத்துரைத்துள்ளீர்கள்.	non_toxic
சில இடங்களில் clarity குறைவாக இருந்தது. அதை சரிசெய்தால் quality உயரும்.	non_toxic
உங்கள் வேலை பாராட்டத்தக்கது. அடுத்த முறை இன்னும் detailedஆ செய்யலாம்.	non_toxic
விளக்கம் நல்லா இருந்தது. background music சற்று குறைந்தால் better.	non_toxic
இந்த தகவல் உதவியாக இருந்தது. இன்னும் real-life examples இருந்தால் சிறப்பு.	non_toxic
உங்கள் approach logicalஆ இருந்தது. சில data references சேர்த்தால் நல்லது.	non_toxic
சில points repeat ஆனது போல இருந்தது. அதை streamline செய்தால் நல்ல flow வரும்.	non_toxic
நான் இதை முழுவதும் கேட்டேன். overall நல்ல content தான் 😊	non_toxic
உங்கள் உழைப்பு தெரிகிறது. இன்னும் research சேர்த்தால் impressiveஆ இருக்கும்.	non_toxic
இந்த விளக்கம் beginnerக்கு உதவும். advanced levelக்கு இன்னும் depth தேவை.	non_toxic
வீடியோ presentation cleanஆ இருந்தது. சில slides improve செய்தால் better.	non_toxic
உங்கள் tone calmஆ இருந்தது. அது கேட்க easyஆ இருந்தது.	non_toxic
சில technical விஷயங்கள் missingஆ இருந்தது. அதை சேர்த்தால் complete.	non_toxic
இந்த video structuredஆ இருந்தது. ஆனால் summary சேர்த்தால் clarity கூடும்.	non_toxic
உங்கள் கருத்து balancedஆ இருந்தது. அது நல்ல impression கொடுக்கிறது.	non_toxic
நான் இதை ரசித்தேன். சில பகுதிகள் இன்னும் detailedஆ இருந்தால் நன்றாக இருக்கும்.	non_toxic
இந்த முயற்சி நல்ல தொடக்கம். consistency maintain பண்ணினா வளர்ச்சி இருக்கும்.	non_toxic
உங்கள் presentation simpleஆ இருந்தது. அதுவே strength.	non_toxic
சில விஷயங்களில் statistics சேர்த்தால் content strongஆ இருக்கும்.	non_toxic
இந்த explanation helpfulஆ இருந்தது. future videosல மேலும் depth எதிர்பார்க்கிறேன்.	non_toxic
உங்கள் approach practicalஆ இருந்தது. அது பலருக்கும் உதவும்.	non_toxic
சில examples genericஆ இருந்தது. real cases சேர்த்தால் impressive.	non_toxic
இந்த content informativeஆ இருந்தது. delivery slightly improve செய்யலாம்.	non_toxic
உங்கள் voice clarity நல்லது. அது overall experience improve செய்தது.	non_toxic
இந்த video beginnersக்கு perfect. advanced audienceக்கு இன்னும் depth தேவை.	non_toxic
உங்கள் reasoning clearஆ இருந்தது. சில counter points சேர்த்தால் balance ஆகும்.	non_toxic
இந்த விஷயம் பற்றி நீங்கள் நல்ல summary கொடுத்துள்ளீர்கள்.	non_toxic
சில visuals சேர்த்தால் இன்னும் engagingஆ இருக்கும்.	non_toxic
உங்கள் effort clearly தெரிகிறது. அதற்காக appreciation 👍	non_toxic
இந்த content structuredஆ இருந்தது. flow smoothஆ இருந்தது.	non_toxic
சில இடங்களில் editing improve செய்தால் professional feel வரும்.	non_toxic
உங்கள் analysis basicஆ இருந்தாலும் helpfulஆ இருந்தது.	non_toxic
இந்த video clarity கொடுத்தது. மேலும் examples சேர்த்தால் stronger.	non_toxic
உங்கள் கருத்து thoughtfulஆ இருந்தது. அது நல்ல impression.	non_toxic
சில minor mistakes இருந்தது. ஆனால் overall நல்ல முயற்சி.	non_toxic
இந்த content usefulஆ இருந்தது. next video எதிர்பார்க்கிறேன்.	non_toxic
உங்கள் presentation neatஆ இருந்தது. visuals நல்ல support.	non_toxic
சில points elaboration தேவை. அதை consider பண்ணினா better.	non_toxic
இந்த விஷயம் பற்றி நல்ல introduction கொடுத்துள்ளீர்கள்.	non_toxic
உங்கள் explanation clearஆ இருந்தது. அது புரிய உதவியது.	non_toxic
சில data references சேர்த்தால் authenticity கூடும்.	non_toxic
இந்த video informativeஆ இருந்தது. length slightly குறைந்தால் better.	non_toxic
உங்கள் delivery confidentஆ இருந்தது. அது positive.	non_toxic
சில sections conciseஆ இருந்தால் clarity improve ஆகும்.	non_toxic
இந்த explanation structuredஆ இருந்தது. அது helpful.	non_toxic
உங்கள் analysis simpleஆ இருந்தது. beginnersக்கு perfect.	non_toxic
சில topics இன்னும் detailஆ cover செய்யலாம்.	non_toxic
இந்த content balancedஆ இருந்தது. நல்ல impression.	non_toxic
உங்கள் effort தெரிகிறது. futureல இன்னும் improvement expect.	non_toxic
சில visuals high qualityஆ இருந்தால் overall feel improve ஆகும்.	non_toxic
இந்த video overall நல்லது. minor improvements இருந்தால் excellent ஆகும்.	non_toxic
இந்த வீடியோ முழுவதும் பார்த்தேன். சில இடங்களில் இன்னும் தெளிவாக எடுத்துரைத்தால் நன்றாக இருக்கும். இருந்தாலும் முயற்சி பாராட்டத்தக்கது.	non_toxic
உங்கள் கருத்து சுவாரஸ்யமாக இருந்தது. ஆனால் வேறு தரப்பின் பார்வையும் சேர்த்திருந்தால் discussion இன்னும் balancedஆ இருக்கும்.	non_toxic
விளக்கம் overall நல்லது. சில technical விஷயங்களில் deeper explanation இருந்தால் content இன்னும் strongஆ இருக்கும்.	non_toxic
இந்த விஷயத்தை நீங்கள் எளிதாக எடுத்துரைத்துள்ளீர்கள். future videosல் இன்னும் detailed analysis எதிர்பார்க்கிறேன்.	non_toxic
உங்கள் presentation neatஆ இருந்தது. சில slides clarity improve செய்தால் professional feel கூடும்.	non_toxic
இந்த content informativeஆ இருந்தது. ஆனால் சில பகுதிகளில் data reference சேர்த்தால் authenticity உயரும்.	non_toxic
உங்கள் approach logicalஆ இருந்தது. இன்னும் practical examples சேர்த்தால் beginnersக்கு easyஆ இருக்கும்.	non_toxic
வீடியோ நல்லா இருந்தது. background sound slightly குறைந்தால் experience இன்னும் smoothஆ இருக்கும்.	non_toxic
உங்கள் explanation clearஆ இருந்தது. சில counter points சேர்த்திருந்தால் discussion completeஆ இருக்கும்.	non_toxic
இந்த முயற்சி நல்ல தொடக்கம். consistency maintain செய்தால் quality மேலும் உயரும்.	non_toxic
உங்கள் கருத்து thoughtfulஆ இருந்தது. நான் முழுமையாக ஒத்துக்கொள்ளாவிட்டாலும் அதை மதிக்கிறேன்.	non_toxic
உன் பேச்சு கேட்கவே முடியல. எந்த விஷயத்தையும் சரியாக புரிந்துகொள்ளாமல் பேசுற மாதிரி தெரிகிறது. கொஞ்சம் தயார் செய்து பேசலாம்.	toxic
இந்த வீடியோ முழுக்க குழப்பமாக இருக்கிறது. நீ சொல்வது ஒன்றும் தெளிவாக இல்லை. இப்படி explain பண்ணாதே.	toxic
உன் logic பாத்தா basic கூட தெரியாத மாதிரி இருக்கு. confidence அதிகம் ஆனால் content zero. இதை improve பண்ணு.	toxic
நீ unnecessaryஆ overreact பண்ணுற. சிறிய விஷயத்தையும் பெரியதாக காட்டுறது ரொம்ப annoying. கொஞ்சம் calmஆ இரு.	toxic
உன் explanation முழுக்க sloppyஆ இருக்கு. structure இல்லாமல் பேசுறது irritatingஆ இருக்கிறது. next time better prepare பண்ணு.	toxic
நீ பேசுறது கேட்கவே cringe ஆகுது. contentல depth இல்லாமல் attitude மட்டும் காட்டுற. அது நல்ல impression தராது.	toxic
இந்த அளவுக்கு half knowledge உடன் பேசாதே. research பண்ணி வந்தா நல்லா இருக்கும். இல்லனா waste ஆகிடும்.	toxic
உன் tone ரொம்ப rudeஆ இருக்கு. respectfulஆ பேச முடியாதா? இப்படியெல்லாம் பேசினா யாரும் seriously எடுக்க மாட்டாங்க.	toxic
உன் analysis ரொம்ப weak. facts verify பண்ணாம பேசுறது irresponsible. அது audienceக்கு confusion தான் தரும்.	toxic
நீ smartஆ நடிக்குறது funnyஆ இருக்கு. actualா content பார்த்தா ஒன்றும் special இல்லை. கொஞ்சம் reality check பண்ணு.	toxic
உன் presentation full messyஆ இருக்கு. slides கூட properly arrange பண்ணல. இதை professionalன்னு சொல்ல முடியாது.	toxic
நீ unnecessaryா argue பண்ணுற. point இல்லாமல் debate create பண்ணுறது irritating. clearஆ பேச முடியாதா?	toxic
உன் explanation ரொம்ப boring. energy இல்லாமல் monotoneஆ பேசுறது audienceக்கு tough. improve பண்ணு.	toxic
இந்த content average கூட இல்ல. effort குறைவா தெரிகிறது. seriously எடுத்துக்கிட்டா தான் growth இருக்கும்.	toxic
நீ பேசுறது எல்லாம் exaggeration மாதிரி இருக்கு. real facts இல்லாமல் hype மட்டும் create பண்ணுற. அது cheapஆ இருக்கு.	toxic
உன் behavior ரொம்ப childish. matureஆ handle பண்ண வேண்டிய விஷயத்தையும் overஆ react பண்ணுற. அது bad impression.	toxic
உன் reasoning inconsistentஆ இருக்கு. ஒரு இடத்தில் சொல்வது வேறு, அடுத்த இடத்தில் வேறு. இது clarity இல்லாம காட்டுது.	toxic
நீ basic points கூட properly cover பண்ணல. audienceயை underestimate பண்ணாதே. preparation இல்லாம வராதே.	toxic
உன் style ரொம்ப irritatingஆ இருக்கு. unnecessary jokes சேர்த்தது flow கெடுத்துடுச்சு. seriousஆ எடுத்துரைக்கலாம்.	toxic
இந்த explanation கேட்க patience தேவை. unnecessary repetition அதிகம். conciseஆ இருந்தா நல்லா இருக்கும்.	toxic
உன் content disappointingஆ இருக்கு. expectation build பண்ணி deliver பண்ணவே இல்ல. இது audienceக்கு unfair.	toxic
நீ unnecessary attitude காட்டுற. constructive feedback accept பண்ண தெரியாத மாதிரி இருக்கு. அது negative impression.	toxic
உன் presentation quality poorஆ இருக்கு. lighting கூட சரியா இல்ல. basic things கவனிக்கணும்.	toxic
நீ பேசுறது full guess work மாதிரி இருக்கு. references இல்லாமல் opinion மட்டும் சொல்லுற. அது reliable இல்ல.	toxic
உன் explanation clarity இல்லாமல் confusingஆ இருக்கு. audienceக்கு respect இருந்தா better structure பண்ணு.	toxic
இந்த video பாத்தா frustration ஆகுது. important points miss பண்ணிட்டு irrelevant விஷயம் பேசுற. அது irritating.	toxic
உன் tone arrogantஆ இருக்கு. எல்லாம் தெரியும் மாதிரி பேசுறது நல்லா தெரியல. humbleஆ இரு.	toxic
நீ carelessஆ பேசுறது தெரிகிறது. facts verify பண்ணாம share பண்ணுறது irresponsible. அது dangerous கூட.	toxic
உன் analysis surface level தான். deeper insight இல்லாமல் opinion மட்டும் சொல்லுற. அது weakஆ இருக்கு.	toxic
நீ unnecessary blame பண்ணுற. topicல focus இல்லாமல் diversion create பண்ணுறது childish.	toxic
உன் explanation half bakedஆ இருக்கு. start strongஆ இருந்தாலும் finish weak. consistency தேவை.	toxic
இந்த content repetitiveஆ இருக்கு. same idea பலமுறை சொல்லுற. அது audienceக்கு boring.	toxic
நீ unnecessary hype create பண்ணுற. actual content பார்த்தா normal தான். over selling வேண்டாம்.	toxic
உன் reasoning flawedஆ இருக்கு. counter points consider பண்ணவே இல்ல. balanced view வேணும்.	toxic
நீ பேசுறது கேட்க awkwardஆ இருக்கு. clarity இல்லாம jump பண்ணுறது irritating. practice தேவை.	toxic
உன் video quality unacceptable levelல இருக்கு. audio clear இல்ல. basic standards maintain பண்ணு.	toxic
நீ negative toneல பேசுறது unnecessary. constructiveஆ சொல்லலாம். aggressive style வேண்டாம்.	toxic
உன் explanation inconsistent. startல சொன்னதை endல மறுக்குற மாதிரி இருக்கு. இது professional இல்ல.	toxic
இந்த presentation sloppyஆ இருக்கு. editing weak. time எடுத்துப் polish பண்ணலாம்.	toxic
நீ பேசுறது full drama மாதிரி இருக்கு. actual தகவல் குறைவு. focus change பண்ணு.	toxic
உன் content misleadingஆ இருக்கு. half truth சொல்லுறது dangerous. responsibleஆ இரு.	toxic
நீ audienceயை confuse பண்ணுற. structured explanation இல்லாம jump பண்ணுற. அது bad practice.	toxic
உன் tone unpleasantஆ இருக்கு. respectful delivery இல்லாததால் message weakஆ ஆகுது.	toxic
இந்த analysis shallow. surface explanation மட்டுமே. depth இல்லாமல் professionalன்னு சொல்ல முடியாது.	toxic
நீ unnecessary sarcasm use பண்ணுற. அது topic seriousness கெடுக்குது. control பண்ணு.	toxic
உன் effort minimalஆ தெரிகிறது. preparation இல்லாம வந்தது போல. seriousஆ எடுத்துக்கொள்.	toxic
நீ பேசுறது inconsistent data உடன் இருக்கு. verify பண்ணாம publish பண்ணாதே. அது wrong signal.	toxic
உன் delivery weakஆ இருக்கு. confidence இருந்தாலும் content support இல்ல. அது imbalance.	toxic
இந்த video பாத்தா disappointment தான். topic interestingஆ இருந்தும் execution poor.	toxic
நீ unnecessary defensiveஆ நடக்குற. feedback accept பண்ண தெரியாத மாதிரி இருக்கு. அது growthக்கு தடையாகும்.	toxic
உன் explanation chaoticஆ இருக்கு. order இல்லாம பேசுறது clarity கெடுக்குது. structure பண்ணு.	toxic
நீ பேசுறது logical flow இல்லாமல் இருக்கு. jump cuts போல feel ஆகுது. அது irritating.	toxic
உன் content immatureஆ இருக்கு. serious topicஐ lightஆ எடுத்துரைக்குறது wrong approach.	toxic
நீ careless mistakes repeat பண்ணுற. correction எடுத்துக்கொள்ள மாட்டேனு தோணுது. அது frustrating.	toxic
உன் analysis biasedஆ இருக்கு. balanced view இல்லாமல் one side மட்டும் support பண்ணுற. அது unfair.	toxic
நீ unnecessary overconfidence காட்டுற. actualா content strong இல்ல. அது awkwardஆ இருக்கு.	toxic
உன் explanation dullஆ இருக்கு. engagement zero. audience interest maintain பண்ண முடியல.	toxic
இந்த video பார்க்க regret feel ஆகுது. expectation meet பண்ணவே இல்ல. improve பண்ணு.	toxic
நீ பேசுறது contradictoryஆ இருக்கு. consistency இல்லாமல் confuse பண்ணுற. அது weak argument.	toxic
உன் tone sarcasticஆ இருந்தாலும் constructive இல்லை. அது negative impact தருது.	toxic
நீ basic preparation கூட பண்ணல போல. ad-hocஆ பேசுறது professional அல்ல.	toxic
உன் content repetitive and shallow. same point மீண்டும் மீண்டும். அது waste.	toxic
நீ unnecessary exaggeration use பண்ணுற. facts இல்லாமல் drama. அது cheap effect.	toxic
உன் presentation carelessஆ இருக்கு. small details ignore பண்ணுறது quality குறைக்குது.	toxic
நீ audience intelligence underestimate பண்ணுற. oversimplify பண்ணுறது insulting மாதிரி இருக்கு.	toxic
உன் reasoning weak foundation உடன் இருக்கு. counter evidence consider பண்ணவே இல்ல.	toxic
நீ feedback வந்ததும் defensiveஆ react பண்ணுற. அது maturity இல்லாம காட்டுது.	toxic
உன் delivery rushedஆ இருக்கு. important points skip பண்ணுற. அது clarity கெடுக்குது.	toxic
நீ unnecessary provocation create பண்ணுற. calm discussion maintain பண்ண முடியாதா?	toxic
உன் analysis incompleteஆ இருக்கு. conclusion weak. full effort இல்லை.	toxic
நீ attitude காட்டுற மாதிரி பேசுற. humility இல்லாமல் tone irritating.	toxic
உன் explanation fragmentedஆ இருக்கு. logical sequence follow ஆகல. அது confusing.	toxic
நீ careless language use பண்ணுற. respectful communication maintain பண்ணணும்.	toxic
உன் content inconsistent quality. சில இடம் okay, சில இடம் weak. stability தேவை.	toxic
நீ exaggeration avoid பண்ணணும். realistic presentation தான் credibility தரும்.	toxic
உன் tone aggressiveஆ இருக்கு. calm discussion maintain பண்ணினா better impression வரும்.	toxic
நீ unnecessary comparison use பண்ணுற. அது topic focus கெடுக்குது.	toxic
உன் explanation clarity இல்லாமல் rushedஆ இருக்கு. audience புரிய tough.	toxic
நீ feedback ignore பண்ணுறது visible. improvement mindset தேவை.	toxic
உன் content overhyped but underdelivered. expectation mismatch clear.	toxic
நீ repetitive mistakes repeat பண்ணுற. learning curve slowஆ இருக்கு.	toxic
உன் reasoning superficialஆ இருக்கு. depth இல்லாமல் opinion heavy.	toxic
நீ tone control பண்ணணும். unnecessary harshness avoid பண்ணு.	toxic
